ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
260703MM6BRARQ,Hoàn thành,236708883262283,2026-07-02 23:28:03,2026-07-09 14:25:26,2026-07-02 23:27:39,Bảo Hân M&B,23564756,Preferred(Non-CB),9765768636,"Sữa Bột Optimum Gold  Vinamilk đủ số 1, 2, 3, 4 - Lon 850g và 1,45kg [ Chính Hãng ] [ Date Mới ]",139305784528,Normal Product,476346522874041_0_0,Mẹ & Bé,Sữa công thức & Thực phẩm cho bé,Sữa công thức,530000,1,Shopee Comm,,424000,,3.50%,14840,0.00%,0,14840,14840,0,14840,,0,0.00%,0,100.00%,14840,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260703MM6BRARQ,Hoàn thành,236708883262283,2026-07-02 23:28:03,2026-07-09 14:25:26,2026-07-02 23:27:39,Bảo Hân M&B,23564756,Preferred(Non-CB),28328475350,Khăn giấy MyLan gấu trúc 300 tờ - Hàng Chính Hãng,147714604204,Normal Product,476346522874041_0_0,Nhà cửa & Đời sống,Dụng cụ chăm sóc nhà cửa,"Khăn giấy, giấy ướt",0,1,Shopee Comm,,0,,3.50%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260703MKUT5XHQ,Đang chờ xử lý,236708529286565,2026-07-02 23:22:09,,2026-07-02 23:14:38,JYD HCM Store,1572142491,C2C(Non-CB),50403814146,Bộ keo nhíp sử dụng gắn mi chuyên dụng Jyd Eyelashes các loại mẫu,370967045802,Normal Product,,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ trang điểm,39000,1,XTRA Comm,,34891,,3.50%,1221.185,5.00%,1744.55,2965.735,1221.185,1744.55,2965.735,,0,0.00%,0,100.00%,2965.735,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260703MKUT5XHP,Hoàn thành,236708529286564,2026-07-02 23:22:09,2026-07-10 12:05:19,2026-07-02 23:16:23,MILAI Lông mi giả,1695895484,Preferred(Non-CB),46410740996,"[99k/ 7H mi] Mi giả sẵn keo MILAI, mi tự dính, tặng kèm nhíp khi mua từ 3 hộp",420937817530,Normal Product,,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ trang điểm,27731,1,XTRA Comm,,24809,,3.50%,868.315,5.00%,1240.45,2108.765,1736.63,2480.9,4217.53,,0,0.00%,0,100.00%,4217.53,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260703MKUT5XHP,Hoàn thành,236708529286564,2026-07-02 23:22:09,2026-07-10 12:05:19,2026-07-02 23:16:23,MILAI Lông mi giả,1695895484,Preferred(Non-CB),46410740996,"[99k/ 7H mi] Mi giả sẵn keo MILAI, mi tự dính, tặng kèm nhíp khi mua từ 3 hộp",420937817526,Normal Product,,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ trang điểm,27731,1,XTRA Comm,,24809,,3.50%,868.315,5.00%,1240.45,2108.765,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260702MG7F0A6P,Hoàn thành,236704625257631,2026-07-02 22:17:06,2026-07-09 14:04:25,2026-07-02 22:17:00,XIXI Official Store,1211828597,Shopee Mall(CB),26400457234,Xixi Máy Uốn Mi Làm Đẹp Mỹ Phẩm Di Động Lông Mi Giả Phụ Trợ Dụng Cụ Trang Điểm Lông Mi Kẹp Uốn Mi Địa Phương Máy Uốn Mi NO.GJ-15,185503999025,Normal Product,,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ trang điểm,34999,1,XTRA Comm,,34999,,3.50%,1224.965,20.00%,6999.8,8224.765,1224.965,6999.8,8224.765,,0,0.00%,0,100.00%,8224.765,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260702MG5D506W,Hoàn thành,236704556209880,2026-07-02 22:15:57,2026-07-08 12:29:11,2026-07-02 22:14:51,Selala Official Store,479357841,Shopee Mall(Non-CB),2993324163,"Dây Áo Ngực Trong Suốt Selala Tiện Lợi, Siêu Dai, Siêu Bền",157502200373,Normal Product,476051482952474_0_0,Thời Trang Nữ,Đồ lót,Phụ kiện đồ lót,0,1,XTRA Comm,,0,,7.00%,0,3.00%,0,0,8128.26,6967.08,15095.34,,0,0.00%,0,100.00%,15095.34,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260702MG5D506W,Hoàn thành,236704556209880,2026-07-02 22:15:57,2026-07-08 12:29:11,2026-07-02 22:14:51,Selala Official Store,479357841,Shopee Mall(Non-CB),41011581788,Áo Cúp Viền Kép Silicon Chống Tụt Tàng Hình Siêu Ôm Siêu Nâng AC34,243707863695,Normal Product,476051482952474_0_0,Thời Trang Nữ,Đồ lót,Áo ngực,180000,1,XTRA Comm,,116118,,7.00%,8128.26,6.00%,6967.08,15095.34,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260702M969XCYU,Hoàn thành,236697070204535,2026-07-02 20:11:11,2026-07-05 13:33:25,2026-07-02 20:09:58,Lyti.shoes,1243405160,Preferred(Non-CB),42911603673,Raven Sandal Dép nữ quai hậu khóa cài mũi nơ lụa satin thời trang công sở dự tiệc đế thấp Lyti.shoes G241,270973433243,Normal Product,,Giày Dép Nữ,Xăng-đan và dép,Xăng-đan đế bằng,248000,1,XTRA Comm,,198400,,7.00%,13888,2.00%,3968,17856,13888,3968,17856,,0,0.00%,0,100.00%,17856,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260702KTUAD5KB,Hoàn thành,236681669207585,2026-07-02 15:54:30,2026-07-08 10:06:30,2026-07-02 15:53:37,Dinh Dinh - Máy Làm Đẹp,14125848,Preferred(Non-CB),10753977824,"Dán mí, kích mí lưới ren (5 vỉ 240 miếng) siêu mỏng, tàng hình sẵn keo dùng với nước- Tặng dụng cụ kích mí",102770805260,Normal Product,,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ trang điểm,34900,1,Ưu đãi do người bán mời,,34900,,3.50%,1221.5,5.00%,1745,2966.5,2443,3490,5933,,0,0.00%,0,100.00%,5933,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260702KTUAD5KB,Hoàn thành,236681669207585,2026-07-02 15:54:30,2026-07-08 10:06:30,2026-07-02 15:53:37,Dinh Dinh - Máy Làm Đẹp,14125848,Preferred(Non-CB),10753977824,"Dán mí, kích mí lưới ren (5 vỉ 240 miếng) siêu mỏng, tàng hình sẵn keo dùng với nước- Tặng dụng cụ kích mí",102770805261,Normal Product,,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ trang điểm,34900,1,Ưu đãi do người bán mời,,34900,,3.50%,1221.5,5.00%,1745,2966.5,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260702KBECQ579,Hoàn thành,236665129294813,2026-07-02 11:18:48,2026-07-05 23:49:30,2026-07-02 11:18:42,COLORKEY LUMINOUS,1409988503,Shopee Mall(Non-CB),49606655116,"3 Hộp Mặt Nạ PDRN Colorkey Luminous| Thuần Chay Hỗ Trợ Căng Bóng Da, Chống Lão Hóa – 25ml x 30 Miếng",335596118155,Normal Product,,Sắc Đẹp,Chăm sóc da mặt,Mặt nạ,657000,1,XTRA Comm,,433696,,3.50%,15179.36,8.00%,34695.68,49875.04,15179.36,34695.68,49875.04,,0,0.00%,0,100.00%,49875.04,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260702K9X0VRCT,Hoàn thành,236663506286100,2026-07-02 10:51:46,2026-07-07 13:11:59,2026-07-02 10:51:04,mig.cool,660113526,Preferred(Non-CB),47158072564,"Quần Jean Heavy Wide Migcool, quần dài ống rộng Migcool chất Jean cao cấp Premium J02",410715905048,Normal Product,,Thời Trang Nam,Quần jean,,249000,1,XTRA Comm,,199000,,7.00%,13930,2.00%,3980,17910,13930,3980,17910,,0,0.00%,0,100.00%,17910,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260702K8MRYP9A,Hoàn thành,236662122251323,2026-07-02 10:28:43,2026-07-06 12:06:22,2026-07-02 10:28:14,Macbox - Thế Giới Phụ Kiện,338344025,Preferred(Non-CB),23173627190,"Giá đỡ điện thoại, kẹp điện thoại Livestream T8, T10 tùy chỉnh cao độ, góc quay, video call Macbox",69599806282,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,Phụ kiện selfie,199000,1,Shopee Comm,,155200,,3.50%,5432,0.00%,0,5432,5432,0,5432,,0,0.00%,0,100.00%,5432,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260702K19839K8,Hoàn thành,236654219252627,2026-07-02 08:17:00,2026-07-06 17:20:06,2026-07-02 08:07:35,Lai's Store,9359688,Preferred(Non-CB),25327084776,Găng Tay Chống Nắng Nữ Chống Tia UV UPF50+ Thun Lạnh Mỏng Nhẹ Hạt Silicon Chống Trượt Hở Ngón Tay,250728632798,Normal Product,,Phụ Kiện Thời Trang,Găng tay,,69000,1,XTRA Comm,,60720,,7.00%,4250.4,2.00%,1214.4,5464.8,4250.4,1214.4,5464.8,,0,0.00%,0,100.00%,5464.8,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260702K10PDK9A,Hoàn thành,236653932285600,2026-07-02 08:12:12,2026-07-06 18:23:28,2026-07-02 08:11:59,CHIC Bikini,334544216,Preferred(Non-CB),22428170841,Áo Lót Su Hở Lưng Chữ U Có Gọng Nâng Ngực Tạo Nhiều Kiểu Gợi Cảm 2024,221094863628,Normal Product,,Thời Trang Nữ,Đồ lót,Áo ngực,59900,1,Shopee Comm,,52712,,7.00%,3689.84,0.00%,0,3689.84,3689.84,0,3689.84,,0,0.00%,0,100.00%,3689.84,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260702K0R4MXGK,Hoàn thành,236653645214622,2026-07-02 08:07:25,2026-07-06 18:23:33,2026-07-02 08:07:13,LAVATI,275920758,Preferred(Non-CB),9853338468,QUẦN QUÂY CHỐNG NẮNG BEST SELLER LOẠI CAO CẤP 100% COTTON ( MÃ Q1515),81922238191,Normal Product,,Thời Trang Nữ,Áo khoác,Khác,258000,1,XTRA Comm,,167700,,7.00%,11739,10.00%,16770,28509,11739,16770,28509,,0,0.00%,0,100.00%,28509,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260702J5PG77MD,Hoàn thành,236624599212742,2026-07-02 00:03:19,2026-07-06 11:03:50,2026-07-02 00:02:48,Vivimoon Hồ Chí Minh,890125982,Shopee Mall(Non-CB),29651912602,VIVIMOON lens cận 1 ngày màu nâu trà sữa tự nhiên Milk Tea Brown độ cận từ 0-8 (Giá 1 chiếc /1 bên mắt),222869995375,Normal Product,,Sức Khỏe,Chăm sóc cá nhân,Chăm sóc mắt,58000,1,XTRA Comm,,38330,,3.50%,1341.55,5.00%,1916.5,3258.05,1341.55,1916.5,3258.05,,0,0.00%,0,100.00%,3258.05,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260701H1GEC5RC,Đã hủy,236585741242328,2026-07-01 13:15:41,--,2026-07-01 13:14:16,haikouxiuyingqulejun,1820797809,C2C(CB),53662283640,Nhật Bản Phong Cách Trong Suốt Ren Thanh Lịch Áo Sơ Mi Dài Tay Nữ Thu Đông 2026 Phong Cách Mới Cao Cấp Kẻ Sọc Váy Phù Hợp Với,356066475894,Normal Product,,Thời Trang Nữ,Bộ,Đồ lẻ,472634,0,Shopee Comm,,0,433154,7.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng bị hủy vì giao hàng không thành công.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260701GY6RWRN4,Hoàn thành,236583269274226,2026-07-01 12:34:30,2026-07-04 20:10:58,2026-07-01 12:32:59,BAOMINH HOME DECOR,32324147,Preferred(Non-CB),14078723782,"Miếng dán tường giả đá thạch anh cao cấp, xốp nhựa dán tường giả gạch men giá rẻ",157066480752,Normal Product,,Nhà cửa & Đời sống,Trang trí nhà cửa,"Decal, tranh dán tường",3299,20,XTRA Comm,,56083,,3.50%,1962.905,3.00%,1682.49,3645.395,1962.905,1682.49,3645.395,,0,0.00%,0,100.00%,3645.395,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260701GX4CAXHA,Đã hủy,236582115225204,2026-07-01 12:15:15,--,2026-07-01 12:15:00,Lai's Store,9359688,Preferred(Non-CB),25327084776,Găng Tay Chống Nắng Nữ Chống Tia UV UPF50+ Thun Lạnh Mỏng Nhẹ Hạt Silicon Chống Trượt Hở Ngón Tay,250728632798,Normal Product,,Phụ Kiện Thời Trang,Găng tay,,69000,0,XTRA Comm,,0,60720,7.00%,0,2.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260701GWYB5N6D,Đã hủy,236581946233841,2026-07-01 12:12:26,--,2026-07-01 12:12:13,LAVATI,275920758,Preferred(Non-CB),9853338468,QUẦN QUÂY CHỐNG NẮNG BEST SELLER LOẠI CAO CẤP 100% COTTON ( MÃ Q1515),81922238191,Normal Product,,Thời Trang Nữ,Áo khoác,Khác,258000,0,XTRA Comm,,0,211560,7.00%,0,10.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260701GMMX2CJA,Hoàn thành,236571933270927,2026-07-01 09:25:34,2026-07-04 11:59:59,2026-07-01 09:23:48,66studio.vn,305607488,Preferred(CB),28887720552,Một cô gái ngọt ngào có thể nháy mắt mèo con!!Mặc đồng phục chao Cám dỗ ~ My Glasses Senior Sister,227884143060,Normal Product,,Sở thích & Sưu tầm,Quà Lưu Niệm,Móc khóa,119900,1,XTRA Comm,,102914,,3.50%,3601.99,2.00%,2058.28,5660.27,3601.99,2058.28,5660.27,,0,0.00%,0,100.00%,5660.27,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260701GFQW34VJ,Hoàn thành,236566664204258,2026-07-01 07:57:45,2026-07-09 09:03:33,2026-07-01 07:57:01,Giấy in nhiệt 3 miền,13879324,Preferred(Non-CB),5982241277,Thùng Giấy In Bill K80 Cuộn Lớn Giấy In Nhiệt In Hóa Đơn K80x80 K80x65 Cho Siêu Thị Có VAT,420224668295,Normal Product,,Văn Phòng Phẩm,Sổ & Giấy Các Loại,Giấy Nhiệt,563000,1,XTRA Comm,,450400,,3.50%,15764,6.00%,27024,42788,15764,27024,42788,,0,0.00%,0,100.00%,42788,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260701GEYC8BXB,Hoàn thành,236565841245534,2026-07-01 07:44:01,2026-07-04 11:57:44,2026-07-01 07:43:43,NhungMaiFood,424335064,C2C(Non-CB),26290076898,Combo 10 Gói Cơm Cháy Mắm Hành Ớt Giòn Cay Đậm Đà Thơm Ngon Food Snack,306130066571,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,Thức ăn khô,180000,2,XTRA Comm,,288000,,3.50%,10080,3.00%,8640,18720,10080,8640,18720,,0,0.00%,0,100.00%,18720,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260701FQ0WND5W,Hoàn thành,236540123242208,2026-07-01 00:35:23,2026-07-05 12:14:39,2026-07-01 00:34:44,Mars Petcare,55064572,Shopee Mall(Non-CB),7961967796,"Thức ăn cho mèo con WHISKAS Junior dạng sốt – túi 80g, 24 gói",250780068371,Normal Product,,Chăm Sóc Thú Cưng,Thức ăn cho thú cưng,Thức ăn cho mèo,295800,1,XTRA Comm,,215298,,0.00%,0,7.00%,15070.86,15070.86,0,15070.86,15070.86,,0,0.00%,0,100.00%,15070.86,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260630F589KDHQ,Hoàn thành,236521043290947,2026-06-30 19:17:22,2026-07-02 14:38:42,2026-06-30 19:16:32,Thủ Đô Store,1072484207,Preferred(Non-CB),20793737272,Nước Giặt OMO Matic Cho Quần Áo Bé - Túi 3.6KG,109019300364,Normal Product,,Nhà cửa & Đời sống,Dụng cụ chăm sóc nhà cửa,Phụ kiện giặt là,235000,1,XTRA Comm,,188000,,4.00%,7520,2.00%,3760,11280,7520,3760,11280,,0,0.00%,0,100.00%,11280,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260630F2HT0E24,Đã hủy,236518141266129,2026-06-30 18:29:01,--,2026-06-30 18:28:53,bongxinhxinh,1791278635,C2C(Non-CB),43879741853,"[ Combo 300 chiếc ] Khẩu trang 5d Taki bé 3 lớp lọc mịn 2.5PM, dày dặn, thoáng khí, an toàn cho bé",262645833104,Normal Product,,Sức Khỏe,Vật tư y tế,Bao tay và khẩu trang y tế,59000,0,Shopee Comm,,0,50150,4.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng bị hủy bởi người bán.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260630EY7NYF04,Hoàn thành,236514580267777,2026-06-30 17:29:40,2026-07-05 19:34:43,2026-06-30 17:28:41,ĐỘNG LỰC SPORT,92577869,Shopee Mall(Non-CB),9748444115,"Quả bóng chuyền da Động Lực DL 200, bóng chuyền hơi Jatan chuyên nghiệp",280755195940,Normal Product,,Thể Thao & Dã Ngoại,Dụng Cụ Thể Thao & Dã Ngoại,Bóng Chuyền,200000,1,XTRA Comm,,156000,,7.00%,10920,7.00%,10920,21840,10920,10920,21840,,0,0.00%,0,100.00%,21840,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260630EWMR3QRT,Hoàn thành,236512871226396,2026-06-30 17:01:11,2026-07-03 12:36:18,2026-06-30 17:00:47,Gumivn,801176484,Preferred(Non-CB),18120865798,"Thùng 30 gói giấy ăn cao cấp Gumi 3 lớp / 4 lớp mềm mịn, tiện lợi Khăn Giấy để Phòng Khách",157334356699,Normal Product,,Nhà cửa & Đời sống,Dụng cụ chăm sóc nhà cửa,"Khăn giấy, giấy ướt",99000,1,XTRA Comm,,99000,,4.00%,3960,10.00%,9900,13860,3960,9900,13860,,0,0.00%,0,100.00%,13860,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260630ES2JC46G,Hoàn thành,236507966264650,2026-06-30 15:39:26,2026-07-01 07:08:36,2026-06-30 15:38:32,Chin Kids Accessories,339845034,Preferred(Non-CB),16383088085,Bờm ren thêu hoa nơ bản to cho bé từ 0-15 tuổi,126584650350,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Phụ kiện trẻ em & trẻ sơ sinh,Phụ kiện tóc,45000,1,Shopee Comm,,35100,,7.00%,2457,0.00%,0,2457,9828,0,9828,,0,0.00%,0,100.00%,9828,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260630ES2JC46G,Hoàn thành,236507966264650,2026-06-30 15:39:26,2026-07-01 07:08:36,2026-06-30 15:38:32,Chin Kids Accessories,339845034,Preferred(Non-CB),21754820297,Body hai dây vải thô cotton hoa mix ren,39125153834,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ đồ liền thân,135000,1,Shopee Comm,,105300,,7.00%,7371,0.00%,0,7371,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260630ENBBMANW,Hoàn thành,236503966213475,2026-06-30 14:32:47,2026-07-03 22:08:36,2026-06-30 14:32:39,Shop đồ chơi giáo dục,1013001985,Preferred(Non-CB),43662238916,"Bộ 3 Con Quay Dán Tường Hít Chân Không – Chong Chóng Spinner Hình Côn Trùng Dễ Thương Cho Bé Vui Chơi Giải Trí,  Bắt MẮT",271050459259,Normal Product,,Sở thích & Sưu tầm,Đồ chơi - Giải trí,Đồ chơi con xoay,79000,1,XTRA Comm,,67150,,4.00%,2686,8.00%,5372,8058,2686,5372,8058,,0,0.00%,0,100.00%,8058,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260630D8F54S5X,Hoàn thành,236455775248578,2026-06-30 01:09:35,2026-07-04 08:39:23,2026-06-30 01:07:32,Gia Dụng Thông Minh Uchan,928972977,Preferred(Non-CB),26204348699,Hộp cơm thủy tinh văn phòng chia ngăn chống tràn UCHAN chịu nhiệt dùng được trong lò vi sóng SP08,281573385130,Normal Product,467630624948486_0_0,Nhà cửa & Đời sống,Dụng cụ nhà bếp,Hộp đựng thực phẩm,245000,1,XTRA Comm,,208250,,4.00%,8330,5.00%,10412.5,18742.5,8330,10412.5,18742.5,,0,0.00%,0,100.00%,18742.5,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260630D8F54S5X,Hoàn thành,236455775248578,2026-06-30 01:09:35,2026-07-04 08:39:23,2026-06-30 01:07:32,Gia Dụng Thông Minh Uchan,928972977,Preferred(Non-CB),28606856705,Sticker dán trang trí không trùng hình Uchan,88971599676,Normal Product,467630624948486_0_0,Văn Phòng Phẩm,Sổ & Giấy Các Loại,Nhãn Dán Các Loại,0,1,XTRA Comm,,0,,4.00%,0,5.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260630D4M2DWCQ,Hoàn thành,236451645209292,2026-06-30 00:00:45,2026-07-05 12:51:59,2026-06-29 23:59:36,mini.house123,168779384,Preferred(Non-CB),56309979365,𝐌𝐢𝐧𝐢 𝐇𝐨𝐮𝐬𝐞 - Quần kaki mỏng cạp cao thiết kế ống cong nhẹ phối đồ mùa hè năng động trẻ trung MINI13,415881807454,Normal Product,,Thời Trang Nữ,Quần,Quần dài,249000,1,XTRA Comm,,182520,,7.00%,12776.4,2.00%,3650.4,16426.8,12776.4,3650.4,16426.8,,0,0.00%,0,100.00%,16426.8,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260630D1EN4GUC,Hoàn thành,236448242275070,2026-06-29 23:04:02,2026-07-04 14:10:49,2026-06-29 23:03:53,Top Value,1175586038,C2C(Non-CB),52550090629,[Top Value] Combo 2 Chai Tẩy Bồn Cầu Vim Sạch Thơm Khử Khuẩn 500ml,365008327177,Normal Product,,Nhà cửa & Đời sống,Dụng cụ chăm sóc nhà cửa,Chất tẩy rửa,91097,2,Shopee Comm,,162194,,4.00%,6487.76,0.00%,0,6487.76,6487.76,0,6487.76,,0,0.00%,0,100.00%,6487.76,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260630D1E3X5UD,Đã hủy,236448224233907,2026-06-29 23:03:45,--,2026-06-29 23:03:30,Tố Tâm Mini Mart,907864924,C2C(Non-CB),57011841946,Nước Lau Sàn Công Nghiệp Tố Tâm 1L /9.5L- Hương Trà Xanh Bạc Hà & Hoa Ly,292679522002,Normal Product,,Nhà cửa & Đời sống,Dụng cụ chăm sóc nhà cửa,Chất tẩy rửa,215230,0,XTRA Comm,,0,185097,4.00%,0,15.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng bị hủy bởi người bán.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260630D1DEWP9C,Hoàn thành,236448202200855,2026-06-29 23:03:23,2026-07-06 19:18:27,2026-06-29 23:02:16,Tố Tâm Mini Mart,907864924,C2C(Non-CB),57011841946,Nước Lau Sàn Công Nghiệp Tố Tâm 1L /9.5L- Hương Trà Xanh Bạc Hà & Hoa Ly,292679522002,Normal Product,,Nhà cửa & Đời sống,Dụng cụ chăm sóc nhà cửa,Chất tẩy rửa,215230,1,XTRA Comm,,185097,,4.00%,7403.88,15.00%,27764.55,35168.43,7403.88,27764.55,35168.43,,0,0.00%,0,100.00%,35168.43,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260630D1B9CVVQ,Hoàn thành,236448129297079,2026-06-29 23:02:08,2026-07-04 11:29:18,2026-06-29 23:01:46,Baseus Official Mall Vietnam,1103428920,Shopee Mall(Non-CB),27407943443,Dây Cáp Baseus PD 20W Nối Đầu USB-C Sang Đầu Sạc Nhanh Hỗ Trợ Truyền Dữ Liệu 480Mbps,176623755017,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,"Cáp, sạc & bộ chuyển đổi",109000,1,XTRA Comm,,81750,,4.00%,3270,6.00%,4905,8175,3270,4905,8175,,0,0.00%,0,100.00%,8175,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260629D013UMRA,Hoàn thành,236446714203853,2026-06-29 22:38:35,2026-07-04 15:46:19,2026-06-29 22:38:20,Aikoko Pet Shop,55522908,Preferred(Non-CB),43201082443,"【COMBO 5 GÓI】Hạt 1kg Mr.Vet T1, T2, T3, T4, G1 Cho Mèo Ở Mọi Lứa Tuổi - Có Topping Thịt Sấy - Aikoko",270207452652,Normal Product,,Chăm Sóc Thú Cưng,Thức ăn cho thú cưng,Thức ăn cho mèo,676000,1,XTRA Comm,,508352,,0.00%,0,2.00%,10167.04,10167.04,0,10167.04,10167.04,,0,0.00%,0,100.00%,10167.04,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Others
